route,month,total_boardings,avg_weekday_boardings
X64,2025-03,3196,152
X64,2025-04,3312,151
X64,2025-05,2667,121
X64,2025-06,2279,109
X68,2024-09,319,15
X68,2024-10,5210,227
X68,2024-11,4155,198
X68,2024-12,3351,152
X68,2025-01,3601,157
X68,2025-02,3182,159
X68,2025-03,4146,197
X68,2025-04,5001,227
X68,2025-05,4409,200
X68,2025-06,4125,196
