route,period,group,days_seen,avg_speed_mph
BX13,2026-W17,Bx,5,3.5
BX13,2026-W18,Bx,7,7.1
BX13,2026-W19,Bx,7,7.1
BX13,2026-W20,Bx,7,6.7
BX13,2026-W21,Bx,7,6.7
BX13,2026-W22,Bx,7,6.9
BX13,2026-W23,Bx,7,7.6
BX13,2026-W24,Bx,6,8.3
BX13,2026-W25,Bx,6,7.4
BX13,2026-W26,Bx,7,7.7
BX13,2026-W27,Bx,6,7
BX13,2026-W28,Bx,7,6.8
BX13,2026-W29,Bx,7,7.1
BX13,2026-W30,Bx,7,6.9
BX13,2026-W31,Bx,7,6.9
BX13,2026-W32,Bx,7,6.7
BX13,2026-W33,Bx,7,6.9
BX13,2026-W34,Bx,7,7
BX13,2026-W35,Bx,7,6.9
BX13,2026-W36,Bx,7,7
BX13,2026-W37,Bx,7,6.9
BX13,2026-W38,Bx,4,6.8
BX3,2026-W12,Bx,1,
BX3,2026-W17,Bx,5,4.5
BX3,2026-W18,Bx,7,8
BX3,2026-W19,Bx,7,8.3
BX3,2026-W20,Bx,7,7.7
BX3,2026-W21,Bx,7,7.7
BX3,2026-W22,Bx,7,8.1
BX3,2026-W23,Bx,7,8.6
BX3,2026-W24,Bx,6,9
BX3,2026-W25,Bx,6,8.8
BX3,2026-W26,Bx,7,9.1
BX3,2026-W27,Bx,6,8.1
BX3,2026-W28,Bx,7,8.1
BX3,2026-W29,Bx,7,8.1
BX3,2026-W30,Bx,7,8
BX3,2026-W31,Bx,7,8
BX3,2026-W32,Bx,7,7.9
BX3,2026-W33,Bx,7,8
BX3,2026-W34,Bx,7,8.1
BX3,2026-W35,Bx,7,8.2
BX3,2026-W36,Bx,7,8
BX3,2026-W37,Bx,7,8
BX3,2026-W38,Bx,4,7.4
S93,2026-W12,S,1,
S93,2026-W17,S,3,4.4
S93,2026-W18,S,5,12.5
S93,2026-W19,S,5,13.1
S93,2026-W20,S,5,12.1
S93,2026-W21,S,5,12.3
S93,2026-W22,S,4,12.6
S93,2026-W23,S,5,14.9
S93,2026-W24,S,5,18.1
S93,2026-W25,S,4,16.5
S93,2026-W26,S,5,15.1
S93,2026-W27,S,3,13
S93,2026-W28,S,5,13.5
S93,2026-W29,S,5,13.3
S93,2026-W30,S,5,13.4
S93,2026-W31,S,5,12.9
S93,2026-W32,S,5,13.3
S93,2026-W33,S,5,13.6
S93,2026-W34,S,5,13.8
S93,2026-W35,S,5,14
S93,2026-W36,S,5,13.4
S93,2026-W37,S,5,15.2
S93,2026-W38,S,4,12.5
B52,2026-W12,B,1,
B52,2026-W17,B,5,4.3
B52,2026-W18,B,7,6.7
B52,2026-W19,B,7,6.9
B52,2026-W20,B,7,6.4
B52,2026-W21,B,7,6.4
B52,2026-W22,B,7,6.7
B52,2026-W23,B,7,7.7
B52,2026-W24,B,6,8.2
B52,2026-W25,B,6,8.4
B52,2026-W26,B,7,8.3
B52,2026-W27,B,6,6.9
B52,2026-W28,B,7,6.7
B52,2026-W29,B,7,6.7
B52,2026-W30,B,7,6.7
B52,2026-W31,B,7,6.6
B52,2026-W32,B,7,6.6
B52,2026-W33,B,7,6.6
B52,2026-W34,B,7,6.8
B52,2026-W35,B,7,6.7
B52,2026-W36,B,7,6.7
B52,2026-W37,B,7,6.7
B52,2026-W38,B,4,6.2
B14,2026-W12,B,1,
B14,2026-W17,B,5,4.1
B14,2026-W18,B,7,6.6
B14,2026-W19,B,7,7.2
B14,2026-W20,B,7,6.6
B14,2026-W21,B,7,6.6
B14,2026-W22,B,7,6.8
B14,2026-W23,B,7,8
B14,2026-W24,B,6,8.5
B14,2026-W25,B,6,8
B14,2026-W26,B,7,8.1
B14,2026-W27,B,6,6.9
B14,2026-W28,B,7,6.9
B14,2026-W29,B,7,7
B14,2026-W30,B,7,6.7
B14,2026-W31,B,7,6.7
B14,2026-W32,B,7,6.7
B14,2026-W33,B,7,6.6
B14,2026-W34,B,7,6.9
B14,2026-W35,B,7,6.8
B14,2026-W36,B,7,6.7
B14,2026-W37,B,7,6.9
B14,2026-W38,B,4,6.3
B67,2026-W12,B,1,
B67,2026-W17,B,5,4.4
B67,2026-W18,B,7,7.4
B67,2026-W19,B,7,8
B67,2026-W20,B,7,6.8
B67,2026-W21,B,7,6.7
B67,2026-W22,B,7,7.3
B67,2026-W23,B,7,7.9
B67,2026-W24,B,6,9.1
B67,2026-W25,B,6,9.1
B67,2026-W26,B,7,9.1
B67,2026-W27,B,6,7.6
B67,2026-W28,B,7,7.4
B67,2026-W29,B,7,7.1
B67,2026-W30,B,7,7
B67,2026-W31,B,7,6.9
B67,2026-W32,B,7,7.2
B67,2026-W33,B,7,7.4
B67,2026-W34,B,7,7.6
B67,2026-W35,B,7,7.7
B67,2026-W36,B,7,7.6
B67,2026-W37,B,7,7.5
B67,2026-W38,B,4,6.9
B68,2026-W12,B,1,
B68,2026-W17,B,5,5.4
B68,2026-W18,B,7,7.8
B68,2026-W19,B,7,8.2
B68,2026-W20,B,7,7.7
B68,2026-W21,B,7,7.9
B68,2026-W22,B,7,7.9
B68,2026-W23,B,7,9.2
B68,2026-W24,B,6,9.2
B68,2026-W25,B,6,9.8
B68,2026-W26,B,7,9.4
B68,2026-W27,B,6,7.9
B68,2026-W28,B,7,8.1
B68,2026-W29,B,7,8.1
B68,2026-W30,B,7,7.9
B68,2026-W31,B,7,8
B68,2026-W32,B,7,7.9
B68,2026-W33,B,7,7.9
B68,2026-W34,B,7,8
B68,2026-W35,B,7,8.2
B68,2026-W36,B,7,8
B68,2026-W37,B,7,8
B68,2026-W38,B,4,7.4
B43,2026-W12,B,1,
B43,2026-W17,B,5,4.6
B43,2026-W18,B,7,6.7
B43,2026-W19,B,7,7.2
B43,2026-W20,B,7,6.5
B43,2026-W21,B,7,6.6
B43,2026-W22,B,7,6.8
B43,2026-W23,B,7,7.7
B43,2026-W24,B,6,8.6
B43,2026-W25,B,6,7.7
B43,2026-W26,B,7,8.4
B43,2026-W27,B,6,6.9
B43,2026-W28,B,7,6.9
B43,2026-W29,B,7,6.8
B43,2026-W30,B,7,6.8
B43,2026-W31,B,7,6.7
B43,2026-W32,B,7,6.7
B43,2026-W33,B,7,6.7
B43,2026-W34,B,7,6.9
B43,2026-W35,B,7,7.1
B43,2026-W36,B,7,6.7
B43,2026-W37,B,7,6.8
B43,2026-W38,B,4,6.3
B8,2026-W12,B,1,
B8,2026-W17,B,5,4.9
B8,2026-W18,B,7,6.9
B8,2026-W19,B,7,7.4
B8,2026-W20,B,7,6.8
B8,2026-W21,B,7,6.9
B8,2026-W22,B,7,7.1
B8,2026-W23,B,7,8.2
B8,2026-W24,B,6,8.1
B8,2026-W25,B,6,8.6
B8,2026-W26,B,7,9.4
B8,2026-W27,B,6,7.2
B8,2026-W28,B,7,7.3
B8,2026-W29,B,7,7.3
B8,2026-W30,B,7,7.1
B8,2026-W31,B,7,7.1
B8,2026-W32,B,7,7.1
B8,2026-W33,B,7,7.1
B8,2026-W34,B,7,7.2
B8,2026-W35,B,7,7.3
B8,2026-W36,B,7,7.1
B8,2026-W37,B,7,7.1
B8,2026-W38,B,4,6.6
B62,2026-W12,B,1,
B62,2026-W17,B,5,4.7
B62,2026-W18,B,7,7.6
B62,2026-W19,B,7,8.1
B62,2026-W20,B,7,7.6
B62,2026-W21,B,7,7.7
B62,2026-W22,B,7,7.9
B62,2026-W23,B,7,8.3
B62,2026-W24,B,6,9.6
B62,2026-W25,B,6,9
B62,2026-W26,B,7,9.2
B62,2026-W27,B,6,8
B62,2026-W28,B,7,7.8
B62,2026-W29,B,7,8
B62,2026-W30,B,7,7.8
B62,2026-W31,B,7,7.8
B62,2026-W32,B,7,7.7
B62,2026-W33,B,7,7.9
B62,2026-W34,B,7,7.8
B62,2026-W35,B,7,8
B62,2026-W36,B,7,7.8
B62,2026-W37,B,7,7.7
B62,2026-W38,B,4,7.3
BX10,2026-W12,Bx,1,
BX10,2026-W17,Bx,5,4.8
BX10,2026-W18,Bx,7,9.2
BX10,2026-W19,Bx,7,9.9
BX10,2026-W20,Bx,7,8.8
BX10,2026-W21,Bx,7,9.2
BX10,2026-W22,Bx,7,9.4
BX10,2026-W23,Bx,7,10.4
BX10,2026-W24,Bx,6,10.8
BX10,2026-W25,Bx,6,11.5
BX10,2026-W26,Bx,7,12.2
BX10,2026-W27,Bx,6,9.4
BX10,2026-W28,Bx,7,9.5
BX10,2026-W29,Bx,7,9.2
BX10,2026-W30,Bx,7,9.1
BX10,2026-W31,Bx,7,9
BX10,2026-W32,Bx,7,9
BX10,2026-W33,Bx,7,9.2
BX10,2026-W34,Bx,7,9.2
BX10,2026-W35,Bx,7,9.2
BX10,2026-W36,Bx,7,9.1
BX10,2026-W37,Bx,7,9
BX10,2026-W38,Bx,4,8.5
BX21,2026-W12,Bx,1,
BX21,2026-W17,Bx,5,5.1
BX21,2026-W18,Bx,7,7.3
BX21,2026-W19,Bx,7,7.5
BX21,2026-W20,Bx,7,7.1
BX21,2026-W21,Bx,7,7.2
BX21,2026-W22,Bx,7,7.5
BX21,2026-W23,Bx,7,8.4
BX21,2026-W24,Bx,6,8.8
BX21,2026-W25,Bx,6,8.6
BX21,2026-W26,Bx,7,9
BX21,2026-W27,Bx,6,7.5
BX21,2026-W28,Bx,7,7.5
BX21,2026-W29,Bx,7,7.4
BX21,2026-W30,Bx,7,7.2
BX21,2026-W31,Bx,7,7.2
BX21,2026-W32,Bx,7,7.2
BX21,2026-W33,Bx,7,7.3
BX21,2026-W34,Bx,7,7.4
BX21,2026-W35,Bx,7,7.4
BX21,2026-W36,Bx,7,7.3
BX21,2026-W37,Bx,7,7.3
BX21,2026-W38,Bx,4,6.8
Q59,2026-W12,Q,1,
Q59,2026-W17,Q,5,5.2
Q59,2026-W18,Q,7,7.7
Q59,2026-W19,Q,7,8
Q59,2026-W20,Q,7,7.6
Q59,2026-W21,Q,7,7.7
Q59,2026-W22,Q,7,7.8
Q59,2026-W23,Q,7,8.5
Q59,2026-W24,Q,6,9
Q59,2026-W25,Q,6,9
Q59,2026-W26,Q,7,8.8
Q59,2026-W27,Q,6,8.2
Q59,2026-W28,Q,7,7.9
Q59,2026-W29,Q,7,7.8
Q59,2026-W30,Q,7,7.9
Q59,2026-W31,Q,7,7.8
Q59,2026-W32,Q,7,8
Q59,2026-W33,Q,7,8
Q59,2026-W34,Q,7,8
Q59,2026-W35,Q,7,7.9
Q59,2026-W36,Q,7,7.9
Q59,2026-W37,Q,7,7.9
Q59,2026-W38,Q,4,7.3
B63,2026-W12,B,1,
B63,2026-W17,B,5,4.3
B63,2026-W18,B,7,6.1
B63,2026-W19,B,7,6.4
B63,2026-W20,B,7,6.1
B63,2026-W21,B,7,6.1
B63,2026-W22,B,7,6.2
B63,2026-W23,B,7,6.9
B63,2026-W24,B,6,7.9
B63,2026-W25,B,6,7.6
B63,2026-W26,B,7,7.9
B63,2026-W27,B,6,6.3
B63,2026-W28,B,7,6.3
B63,2026-W29,B,7,6.3
B63,2026-W30,B,7,6.2
B63,2026-W31,B,7,6.2
B63,2026-W32,B,7,6.2
B63,2026-W33,B,7,6.2
B63,2026-W34,B,7,6.3
B63,2026-W35,B,7,6.4
B63,2026-W36,B,7,6.4
B63,2026-W37,B,7,6.4
B63,2026-W38,B,4,5.8
BX18B,2026-W12,Bx,1,
BX18B,2026-W17,Bx,5,3.9
BX18B,2026-W18,Bx,7,7
BX18B,2026-W19,Bx,7,6.9
BX18B,2026-W20,Bx,7,6.6
BX18B,2026-W21,Bx,7,6.6
BX18B,2026-W22,Bx,7,7
BX18B,2026-W23,Bx,7,7.2
BX18B,2026-W24,Bx,6,6.4
BX18B,2026-W25,Bx,6,7.2
BX18B,2026-W26,Bx,7,7.8
BX18B,2026-W27,Bx,6,6.6
BX18B,2026-W28,Bx,7,7
BX18B,2026-W29,Bx,7,6.9
BX18B,2026-W30,Bx,7,6.7
BX18B,2026-W31,Bx,7,6.6
BX18B,2026-W32,Bx,7,6.8
BX18B,2026-W33,Bx,7,6.9
BX18B,2026-W34,Bx,7,6.9
BX18B,2026-W35,Bx,7,6.9
BX18B,2026-W36,Bx,7,6.8
BX18B,2026-W37,Bx,7,6.8
BX18B,2026-W38,Bx,4,6.4
S79+,2026-W12,S,1,
S79+,2026-W17,S,5,9.3
S79+,2026-W18,S,7,14.8
S79+,2026-W19,S,7,15.4
S79+,2026-W20,S,7,14.6
S79+,2026-W21,S,7,14.5
S79+,2026-W22,S,7,14.6
S79+,2026-W23,S,7,15.9
S79+,2026-W24,S,6,15.5
S79+,2026-W25,S,6,15.8
S79+,2026-W26,S,7,15.5
S79+,2026-W27,S,6,15
S79+,2026-W28,S,7,15.2
S79+,2026-W29,S,7,15.1
S79+,2026-W30,S,7,15
S79+,2026-W31,S,7,15
S79+,2026-W32,S,7,14.8
S79+,2026-W33,S,7,14.9
S79+,2026-W34,S,7,15.3
S79+,2026-W35,S,7,15.3
S79+,2026-W36,S,7,15.2
S79+,2026-W37,S,7,15
S79+,2026-W38,S,4,14.4
B20,2026-W12,B,1,
B20,2026-W17,B,5,4.3
B20,2026-W18,B,7,7.5
B20,2026-W19,B,7,7.9
B20,2026-W20,B,7,7.4
B20,2026-W21,B,7,7.4
B20,2026-W22,B,7,7.6
B20,2026-W23,B,7,8.5
B20,2026-W24,B,6,8.8
B20,2026-W25,B,6,8.7
B20,2026-W26,B,7,8.9
B20,2026-W27,B,6,7.6
B20,2026-W28,B,7,7.7
B20,2026-W29,B,7,7.6
B20,2026-W30,B,7,7.4
B20,2026-W31,B,7,7.3
B20,2026-W32,B,7,7.4
B20,2026-W33,B,7,7.4
B20,2026-W34,B,7,7.7
B20,2026-W35,B,7,7.5
B20,2026-W36,B,7,7.5
B20,2026-W37,B,7,7.6
B20,2026-W38,B,4,7.3
B47,2026-W12,B,1,
B47,2026-W17,B,5,4.9
B47,2026-W18,B,7,7.3
B47,2026-W19,B,7,7.5
B47,2026-W20,B,7,7
B47,2026-W21,B,7,6.9
B47,2026-W22,B,7,7.1
B47,2026-W23,B,7,7.9
B47,2026-W24,B,6,9.3
B47,2026-W25,B,6,8.6
B47,2026-W26,B,7,9.4
B47,2026-W27,B,6,7.3
B47,2026-W28,B,7,7.4
B47,2026-W29,B,7,7.4
B47,2026-W30,B,7,7.2
B47,2026-W31,B,7,7.2
B47,2026-W32,B,7,7.2
B47,2026-W33,B,7,7.2
B47,2026-W34,B,7,7.4
B47,2026-W35,B,7,7.4
B47,2026-W36,B,7,7.4
B47,2026-W37,B,7,7.4
B47,2026-W38,B,4,6.9
B57,2026-W12,B,1,
B57,2026-W17,B,5,5
B57,2026-W18,B,7,7.2
B57,2026-W19,B,7,7.7
B57,2026-W20,B,7,7.1
B57,2026-W21,B,7,7.2
B57,2026-W22,B,7,7.2
B57,2026-W23,B,7,8.9
B57,2026-W24,B,6,8.6
B57,2026-W25,B,6,8.7
B57,2026-W26,B,7,8.8
B57,2026-W27,B,6,7.7
B57,2026-W28,B,7,7.6
B57,2026-W29,B,7,7.7
B57,2026-W30,B,7,7.3
B57,2026-W31,B,7,7.4
B57,2026-W32,B,7,7.4
B57,2026-W33,B,7,7.4
B57,2026-W34,B,7,7.7
B57,2026-W35,B,7,7.6
B57,2026-W36,B,7,7.2
B57,2026-W37,B,7,7.4
B57,2026-W38,B,4,6.5
B13,2026-W12,B,1,
B13,2026-W17,B,5,5
B13,2026-W18,B,7,7.8
B13,2026-W19,B,7,8
B13,2026-W20,B,7,7.7
B13,2026-W21,B,7,7.5
B13,2026-W22,B,7,7.8
B13,2026-W23,B,7,8.9
B13,2026-W24,B,6,9.7
B13,2026-W25,B,6,9.5
B13,2026-W26,B,7,11.1
B13,2026-W27,B,6,7.8
B13,2026-W28,B,7,7.9
B13,2026-W29,B,7,8
B13,2026-W30,B,7,7.7
B13,2026-W31,B,7,7.8
B13,2026-W32,B,7,7.7
B13,2026-W33,B,7,7.8
B13,2026-W34,B,7,8
B13,2026-W35,B,7,7.8
B13,2026-W36,B,7,7.7
B13,2026-W37,B,7,7.8
B13,2026-W38,B,4,7.5
Q54,2026-W12,Q,1,
Q54,2026-W17,Q,5,6.2
Q54,2026-W18,Q,7,8.4
Q54,2026-W19,Q,7,8.7
Q54,2026-W20,Q,7,8.1
Q54,2026-W21,Q,7,8.1
Q54,2026-W22,Q,7,8.5
Q54,2026-W23,Q,7,9.7
Q54,2026-W24,Q,6,10.3
Q54,2026-W25,Q,6,10
Q54,2026-W26,Q,7,10.2
Q54,2026-W27,Q,6,8.8
Q54,2026-W28,Q,7,8.6
Q54,2026-W29,Q,7,8.6
Q54,2026-W30,Q,7,8.4
Q54,2026-W31,Q,7,8.3
Q54,2026-W32,Q,7,8.5
Q54,2026-W33,Q,7,8.5
Q54,2026-W34,Q,7,8.6
Q54,2026-W35,Q,7,8.7
Q54,2026-W36,Q,7,8.4
Q54,2026-W37,Q,7,8.6
Q54,2026-W38,Q,4,7.9
B7,2026-W12,B,1,
B7,2026-W17,B,5,5.5
B7,2026-W18,B,7,7.9
B7,2026-W19,B,7,8.4
B7,2026-W20,B,7,8
B7,2026-W21,B,7,8
B7,2026-W22,B,7,8.2
B7,2026-W23,B,7,9.9
B7,2026-W24,B,6,11.3
B7,2026-W25,B,6,10.6
B7,2026-W26,B,7,10.1
B7,2026-W27,B,6,8.5
B7,2026-W28,B,7,8.4
B7,2026-W29,B,7,8.4
B7,2026-W30,B,7,8
B7,2026-W31,B,7,8.1
B7,2026-W32,B,7,8.2
B7,2026-W33,B,7,8.1
B7,2026-W34,B,7,8.2
B7,2026-W35,B,7,8.1
B7,2026-W36,B,7,8.3
B7,2026-W37,B,7,8.1
B7,2026-W38,B,4,7.6
Q14,2026-W12,Q,1,
Q14,2026-W17,Q,5,4.7
Q14,2026-W18,Q,7,7.8
Q14,2026-W19,Q,7,8
Q14,2026-W20,Q,7,7.4
Q14,2026-W21,Q,7,7.6
Q14,2026-W22,Q,7,7.7
Q14,2026-W23,Q,7,8.6
Q14,2026-W24,Q,6,9.1
Q14,2026-W25,Q,6,9.2
Q14,2026-W26,Q,7,8.8
Q14,2026-W27,Q,6,7.8
Q14,2026-W28,Q,7,7.6
Q14,2026-W29,Q,7,7.6
Q14,2026-W30,Q,7,7.6
Q14,2026-W31,Q,7,7.6
Q14,2026-W32,Q,7,7.6
Q14,2026-W33,Q,7,7.7
Q14,2026-W34,Q,7,7.7
Q14,2026-W35,Q,7,7.8
Q14,2026-W36,Q,7,7.7
Q14,2026-W37,Q,7,7.4
Q14,2026-W38,Q,4,7.4
Q55,2026-W12,Q,1,
Q55,2026-W17,Q,5,5
Q55,2026-W18,Q,7,8.5
Q55,2026-W19,Q,7,8.7
Q55,2026-W20,Q,7,8.4
Q55,2026-W21,Q,7,8
Q55,2026-W22,Q,7,8.6
Q55,2026-W23,Q,7,9.6
Q55,2026-W24,Q,6,9.4
Q55,2026-W25,Q,6,9.6
Q55,2026-W26,Q,7,10.2
Q55,2026-W27,Q,6,8.9
Q55,2026-W28,Q,7,8.9
Q55,2026-W29,Q,7,8.8
Q55,2026-W30,Q,7,8.5
Q55,2026-W31,Q,7,8.5
Q55,2026-W32,Q,7,8.4
Q55,2026-W33,Q,7,8.8
Q55,2026-W34,Q,7,8.8
Q55,2026-W35,Q,7,8.8
Q55,2026-W36,Q,7,8.7
Q55,2026-W37,Q,7,8.6
Q55,2026-W38,Q,4,8
M60+,2026-W12,M,1,
M60+,2026-W17,M,5,6.7
M60+,2026-W18,M,7,11
M60+,2026-W19,M,7,11.5
M60+,2026-W20,M,7,10.4
M60+,2026-W21,M,7,10.7
M60+,2026-W22,M,7,11.3
M60+,2026-W23,M,7,11.3
M60+,2026-W24,M,6,11.6
M60+,2026-W25,M,6,12.2
M60+,2026-W26,M,7,12.5
M60+,2026-W27,M,6,11.2
M60+,2026-W28,M,7,11.2
M60+,2026-W29,M,7,11
M60+,2026-W30,M,7,11
M60+,2026-W31,M,7,11
M60+,2026-W32,M,7,10.9
M60+,2026-W33,M,7,10.9
M60+,2026-W34,M,7,11.2
M60+,2026-W35,M,7,11.3
M60+,2026-W36,M,7,11.2
M60+,2026-W37,M,7,11.3
M60+,2026-W38,M,4,10.7
B35,2026-W12,B,1,
B35,2026-W17,B,5,4.2
B35,2026-W18,B,7,6.3
B35,2026-W19,B,7,6.6
B35,2026-W20,B,7,6.1
B35,2026-W21,B,7,6.1
B35,2026-W22,B,7,6.4
B35,2026-W23,B,7,6.9
B35,2026-W24,B,6,7.7
B35,2026-W25,B,6,7.7
B35,2026-W26,B,7,7.7
B35,2026-W27,B,6,6.4
B35,2026-W28,B,7,6.5
B35,2026-W29,B,7,6.5
B35,2026-W30,B,7,6.4
B35,2026-W31,B,7,6.4
B35,2026-W32,B,7,6.2
B35,2026-W33,B,7,6.4
B35,2026-W34,B,7,6.5
B35,2026-W35,B,7,6.5
B35,2026-W36,B,7,6.2
B35,2026-W37,B,7,6.3
B35,2026-W38,B,4,6.1
BX35,2026-W12,Bx,1,
BX35,2026-W17,Bx,5,3.9
BX35,2026-W18,Bx,7,6.1
BX35,2026-W19,Bx,7,6.4
BX35,2026-W20,Bx,7,5.9
BX35,2026-W21,Bx,7,6
BX35,2026-W22,Bx,7,6.3
BX35,2026-W23,Bx,7,7
BX35,2026-W24,Bx,6,7.1
BX35,2026-W25,Bx,6,7.4
BX35,2026-W26,Bx,7,6.9
BX35,2026-W27,Bx,6,6.1
BX35,2026-W28,Bx,7,6.3
BX35,2026-W29,Bx,7,6.4
BX35,2026-W30,Bx,7,6.1
BX35,2026-W31,Bx,7,6
BX35,2026-W32,Bx,7,6.1
BX35,2026-W33,Bx,7,6.2
BX35,2026-W34,Bx,7,6.3
BX35,2026-W35,Bx,7,6.2
BX35,2026-W36,Bx,7,6.3
BX35,2026-W37,Bx,7,6.1
BX35,2026-W38,Bx,4,5.8
BX7,2026-W12,Bx,1,
BX7,2026-W17,Bx,5,4.7
BX7,2026-W18,Bx,7,7.7
BX7,2026-W19,Bx,7,8.1
BX7,2026-W20,Bx,7,7.4
BX7,2026-W21,Bx,7,7.7
BX7,2026-W22,Bx,7,7.9
BX7,2026-W23,Bx,7,8.6
BX7,2026-W24,Bx,6,9.5
BX7,2026-W25,Bx,6,8.8
BX7,2026-W26,Bx,7,9.4
BX7,2026-W27,Bx,6,8
BX7,2026-W28,Bx,7,8
BX7,2026-W29,Bx,7,7.9
BX7,2026-W30,Bx,7,7.7
BX7,2026-W31,Bx,7,7.8
BX7,2026-W32,Bx,7,7.6
BX7,2026-W33,Bx,7,7.8
BX7,2026-W34,Bx,7,7.9
BX7,2026-W35,Bx,7,7.8
BX7,2026-W36,Bx,7,7.6
BX7,2026-W37,Bx,7,7.9
BX7,2026-W38,Bx,4,7.5
BX5,2026-W12,Bx,1,
BX5,2026-W17,Bx,5,5.6
BX5,2026-W18,Bx,7,9.3
BX5,2026-W19,Bx,7,9.8
BX5,2026-W20,Bx,7,8.7
BX5,2026-W21,Bx,7,9.1
BX5,2026-W22,Bx,7,9.6
BX5,2026-W23,Bx,7,10.5
BX5,2026-W24,Bx,6,10.5
BX5,2026-W25,Bx,6,10.1
BX5,2026-W26,Bx,7,11.2
BX5,2026-W27,Bx,6,9.7
BX5,2026-W28,Bx,7,9.7
BX5,2026-W29,Bx,7,9.6
BX5,2026-W30,Bx,7,9.4
BX5,2026-W31,Bx,7,9.5
BX5,2026-W32,Bx,7,9.5
BX5,2026-W33,Bx,7,9.4
BX5,2026-W34,Bx,7,9.4
BX5,2026-W35,Bx,7,9.7
BX5,2026-W36,Bx,7,9.5
BX5,2026-W37,Bx,7,9.6
BX5,2026-W38,Bx,4,8.8
M116,2026-W12,M,1,
M116,2026-W17,M,5,3.2
M116,2026-W18,M,7,6.3
M116,2026-W19,M,7,6.6
M116,2026-W20,M,7,6.2
M116,2026-W21,M,7,6.3
M116,2026-W22,M,7,6.5
M116,2026-W23,M,7,7.1
M116,2026-W24,M,6,7.3
M116,2026-W25,M,6,7.8
M116,2026-W26,M,7,7.8
M116,2026-W27,M,6,6.4
M116,2026-W28,M,7,6.5
M116,2026-W29,M,7,6.3
M116,2026-W30,M,7,6.2
M116,2026-W31,M,7,6.1
M116,2026-W32,M,7,6.2
M116,2026-W33,M,7,6.3
M116,2026-W34,M,7,6.4
M116,2026-W35,M,7,6.4
M116,2026-W36,M,7,6.3
M116,2026-W37,M,7,6.3
M116,2026-W38,M,4,6.1
M86+,2026-W12,M,1,
M86+,2026-W17,M,5,2.9
M86+,2026-W18,M,7,6.2
M86+,2026-W19,M,7,6.6
M86+,2026-W20,M,7,6.2
M86+,2026-W21,M,7,6.3
M86+,2026-W22,M,7,6.5
M86+,2026-W23,M,7,7.2
M86+,2026-W24,M,6,7.1
M86+,2026-W25,M,6,7.8
M86+,2026-W26,M,7,8.2
M86+,2026-W27,M,6,7
M86+,2026-W28,M,7,7
M86+,2026-W29,M,7,6.7
M86+,2026-W30,M,7,6.7
M86+,2026-W31,M,7,6.8
M86+,2026-W32,M,7,6.7
M86+,2026-W33,M,7,6.8
M86+,2026-W34,M,7,6.8
M86+,2026-W35,M,7,6.9
M86+,2026-W36,M,7,6.9
M86+,2026-W37,M,7,6.6
M86+,2026-W38,M,4,6.2
Q83,2026-W12,Q,1,
Q83,2026-W17,Q,5,5
Q83,2026-W18,Q,7,9
Q83,2026-W19,Q,7,9.6
Q83,2026-W20,Q,7,8.7
Q83,2026-W21,Q,7,8.5
Q83,2026-W22,Q,7,9.2
Q83,2026-W23,Q,7,9.9
Q83,2026-W24,Q,6,10.4
Q83,2026-W25,Q,6,10.3
Q83,2026-W26,Q,7,10.5
Q83,2026-W27,Q,6,9.2
Q83,2026-W28,Q,7,9.1
Q83,2026-W29,Q,7,9.2
Q83,2026-W30,Q,7,9
Q83,2026-W31,Q,7,8.9
Q83,2026-W32,Q,7,9
Q83,2026-W33,Q,7,9
Q83,2026-W34,Q,7,9.3
Q83,2026-W35,Q,7,9.2
Q83,2026-W36,Q,7,9
Q83,2026-W37,Q,7,9.2
Q83,2026-W38,Q,4,8.5
BX12+,2026-W12,Bx,1,
BX12+,2026-W17,Bx,5,6.1
BX12+,2026-W18,Bx,7,10.2
BX12+,2026-W19,Bx,7,10.4
BX12+,2026-W20,Bx,7,10
BX12+,2026-W21,Bx,7,10
BX12+,2026-W22,Bx,7,10.4
BX12+,2026-W23,Bx,7,11.3
BX12+,2026-W24,Bx,6,12.3
BX12+,2026-W25,Bx,6,12.1
BX12+,2026-W26,Bx,7,11.2
BX12+,2026-W27,Bx,6,10.6
BX12+,2026-W28,Bx,7,10.6
BX12+,2026-W29,Bx,7,10.7
BX12+,2026-W30,Bx,7,10.3
BX12+,2026-W31,Bx,7,10.3
BX12+,2026-W32,Bx,7,10.4
BX12+,2026-W33,Bx,7,10.6
BX12+,2026-W34,Bx,7,10.7
BX12+,2026-W35,Bx,7,10.7
BX12+,2026-W36,Bx,7,10.6
BX12+,2026-W37,Bx,7,10.6
BX12+,2026-W38,Bx,4,10
BX18A,2026-W12,Bx,1,
BX18A,2026-W17,Bx,5,3
BX18A,2026-W18,Bx,7,6.6
BX18A,2026-W19,Bx,7,6.7
BX18A,2026-W20,Bx,7,6.3
BX18A,2026-W21,Bx,7,6.3
BX18A,2026-W22,Bx,7,6.8
BX18A,2026-W23,Bx,7,7.5
BX18A,2026-W24,Bx,6,8.1
BX18A,2026-W25,Bx,6,7
BX18A,2026-W26,Bx,7,8.2
BX18A,2026-W27,Bx,6,6.7
BX18A,2026-W28,Bx,7,6.6
BX18A,2026-W29,Bx,7,6.6
BX18A,2026-W30,Bx,7,6.6
BX18A,2026-W31,Bx,7,6.6
BX18A,2026-W32,Bx,7,6.7
BX18A,2026-W33,Bx,7,6.8
