route,period,group,days_seen,avg_speed_mph
Q84,2026-W36,Q,7,10.8
Q84,2026-W37,Q,7,11
Q84,2026-W38,Q,4,10.2
Q2,2026-W12,Q,1,
Q2,2026-W17,Q,5,5
Q2,2026-W18,Q,7,9.3
Q2,2026-W19,Q,7,9.7
Q2,2026-W20,Q,7,9.1
Q2,2026-W21,Q,7,9
Q2,2026-W22,Q,7,9.5
Q2,2026-W23,Q,7,10
Q2,2026-W24,Q,6,11
Q2,2026-W25,Q,6,10.7
Q2,2026-W26,Q,7,10.1
Q2,2026-W27,Q,6,9.5
Q2,2026-W28,Q,7,9.4
Q2,2026-W29,Q,7,9.6
Q2,2026-W30,Q,7,9.2
Q2,2026-W31,Q,7,9.3
Q2,2026-W32,Q,7,9.3
Q2,2026-W33,Q,7,9.3
Q2,2026-W34,Q,7,9.5
Q2,2026-W35,Q,7,9.4
Q2,2026-W36,Q,7,9.5
Q2,2026-W37,Q,7,9.5
Q2,2026-W38,Q,4,8.9
Q43,2026-W12,Q,1,
Q43,2026-W17,Q,5,6.7
Q43,2026-W18,Q,7,10.5
Q43,2026-W19,Q,7,11
Q43,2026-W20,Q,7,10.2
Q43,2026-W21,Q,7,10.1
Q43,2026-W22,Q,7,10.8
Q43,2026-W23,Q,7,11.9
Q43,2026-W24,Q,6,11.8
Q43,2026-W25,Q,6,11.3
Q43,2026-W26,Q,7,12
Q43,2026-W27,Q,6,10.7
Q43,2026-W28,Q,7,10.9
Q43,2026-W29,Q,7,10.7
Q43,2026-W30,Q,7,10.6
Q43,2026-W31,Q,7,10.6
Q43,2026-W32,Q,7,10.7
Q43,2026-W33,Q,7,10.7
Q43,2026-W34,Q,7,10.9
Q43,2026-W35,Q,7,10.7
Q43,2026-W36,Q,7,10.7
Q43,2026-W37,Q,7,10.8
Q43,2026-W38,Q,4,10.2
B65,2026-W12,B,1,
B65,2026-W17,B,5,4.4
B65,2026-W18,B,7,7.2
B65,2026-W19,B,7,7.6
B65,2026-W20,B,7,7
B65,2026-W21,B,7,7
B65,2026-W22,B,7,7.2
B65,2026-W23,B,7,8
B65,2026-W24,B,6,8.2
B65,2026-W25,B,6,8.7
B65,2026-W26,B,7,8.7
B65,2026-W27,B,6,7.7
B65,2026-W28,B,7,7.4
B65,2026-W29,B,7,7.2
B65,2026-W30,B,7,7.2
B65,2026-W31,B,7,7.1
B65,2026-W32,B,7,7.2
B65,2026-W33,B,7,7.2
B65,2026-W34,B,7,7.4
B65,2026-W35,B,7,7.4
B65,2026-W36,B,7,7.4
B65,2026-W37,B,7,7.3
B65,2026-W38,B,4,6.6
B6,2026-W12,B,1,
B6,2026-W17,B,5,5.5
B6,2026-W18,B,7,8.1
B6,2026-W19,B,7,8.5
B6,2026-W20,B,7,7.8
B6,2026-W21,B,7,7.9
B6,2026-W22,B,7,8
B6,2026-W23,B,7,9.4
B6,2026-W24,B,6,10
B6,2026-W25,B,6,9.7
B6,2026-W26,B,7,10
B6,2026-W27,B,6,8.4
B6,2026-W28,B,7,8.6
B6,2026-W29,B,7,8.4
B6,2026-W30,B,7,8.3
B6,2026-W31,B,7,8.3
B6,2026-W32,B,7,8.3
B6,2026-W33,B,7,8.2
B6,2026-W34,B,7,8.4
B6,2026-W35,B,7,8.5
B6,2026-W36,B,7,8.2
B6,2026-W37,B,7,8.2
B6,2026-W38,B,4,7.7
Q29,2026-W12,Q,1,
Q29,2026-W17,Q,5,4.1
Q29,2026-W18,Q,7,7.7
Q29,2026-W19,Q,7,8.3
Q29,2026-W20,Q,7,7.6
Q29,2026-W21,Q,7,7.5
Q29,2026-W22,Q,7,7.7
Q29,2026-W23,Q,7,8.8
Q29,2026-W24,Q,6,9.9
Q29,2026-W25,Q,6,10.5
Q29,2026-W26,Q,7,10.4
Q29,2026-W27,Q,6,8
Q29,2026-W28,Q,7,8.1
Q29,2026-W29,Q,7,8
Q29,2026-W30,Q,7,7.8
Q29,2026-W31,Q,7,7.9
Q29,2026-W32,Q,7,7.8
Q29,2026-W33,Q,7,8
Q29,2026-W34,Q,7,8
Q29,2026-W35,Q,7,8.1
Q29,2026-W36,Q,7,7.8
Q29,2026-W37,Q,7,7.6
Q29,2026-W38,Q,4,7.3
Q88,2026-W12,Q,1,
Q88,2026-W17,Q,5,7.3
Q88,2026-W18,Q,7,11.7
Q88,2026-W19,Q,7,12.3
Q88,2026-W20,Q,7,11.1
Q88,2026-W21,Q,7,11.4
Q88,2026-W22,Q,7,11.9
Q88,2026-W23,Q,7,13.4
Q88,2026-W24,Q,6,13.6
Q88,2026-W25,Q,6,13.4
Q88,2026-W26,Q,7,13
Q88,2026-W27,Q,6,12.2
Q88,2026-W28,Q,7,12.1
Q88,2026-W29,Q,7,12
Q88,2026-W30,Q,7,11.8
Q88,2026-W31,Q,7,11.7
Q88,2026-W32,Q,7,11.8
Q88,2026-W33,Q,7,11.8
Q88,2026-W34,Q,7,12
Q88,2026-W35,Q,7,12.2
Q88,2026-W36,Q,7,11.8
Q88,2026-W37,Q,7,11.7
Q88,2026-W38,Q,4,11.2
BX15,2026-W12,Bx,1,
BX15,2026-W17,Bx,5,4.1
BX15,2026-W18,Bx,7,7.2
BX15,2026-W19,Bx,7,7.7
BX15,2026-W20,Bx,7,7.2
BX15,2026-W21,Bx,7,7.1
BX15,2026-W22,Bx,7,7.4
BX15,2026-W23,Bx,7,8.2
BX15,2026-W24,Bx,6,8.6
BX15,2026-W25,Bx,6,8.5
BX15,2026-W26,Bx,7,8.4
BX15,2026-W27,Bx,6,7.4
BX15,2026-W28,Bx,7,7.7
BX15,2026-W29,Bx,7,7.7
BX15,2026-W30,Bx,7,7.6
BX15,2026-W31,Bx,7,7.4
BX15,2026-W32,Bx,7,7.6
BX15,2026-W33,Bx,7,7.6
BX15,2026-W34,Bx,7,7.7
BX15,2026-W35,Bx,7,7.7
BX15,2026-W36,Bx,7,7.6
BX15,2026-W37,Bx,7,7.4
BX15,2026-W38,Bx,4,7.1
BX1,2026-W12,Bx,1,
BX1,2026-W17,Bx,5,5
BX1,2026-W18,Bx,7,7.6
BX1,2026-W19,Bx,7,7.8
BX1,2026-W20,Bx,7,7.5
BX1,2026-W21,Bx,7,7.6
BX1,2026-W22,Bx,7,7.6
BX1,2026-W23,Bx,7,7.9
BX1,2026-W24,Bx,6,8.4
BX1,2026-W25,Bx,6,7.9
BX1,2026-W26,Bx,7,8.3
BX1,2026-W27,Bx,6,7.5
BX1,2026-W28,Bx,7,7.6
BX1,2026-W29,Bx,7,7.6
BX1,2026-W30,Bx,7,7.5
BX1,2026-W31,Bx,7,7.6
BX1,2026-W32,Bx,7,7.5
BX1,2026-W33,Bx,7,7.6
BX1,2026-W34,Bx,7,7.6
BX1,2026-W35,Bx,7,7.7
BX1,2026-W36,Bx,7,7.6
BX1,2026-W37,Bx,7,7.6
BX1,2026-W38,Bx,4,7.4
B3,2026-W12,B,1,
B3,2026-W17,B,5,4.7
B3,2026-W18,B,7,7.3
B3,2026-W19,B,7,7.6
B3,2026-W20,B,7,7.1
B3,2026-W21,B,7,7.4
B3,2026-W22,B,7,7.5
B3,2026-W23,B,7,9.1
B3,2026-W24,B,6,9.3
B3,2026-W25,B,6,9.7
B3,2026-W26,B,7,9.7
B3,2026-W27,B,6,7.6
B3,2026-W28,B,7,7.8
B3,2026-W29,B,7,7.7
B3,2026-W30,B,7,7.7
B3,2026-W31,B,7,7.6
B3,2026-W32,B,7,7.5
B3,2026-W33,B,7,7.6
B3,2026-W34,B,7,7.7
B3,2026-W35,B,7,7.8
B3,2026-W36,B,7,7.6
B3,2026-W37,B,7,7.5
B3,2026-W38,B,4,7.1
B1,2026-W12,B,1,
B1,2026-W17,B,5,5.1
B1,2026-W18,B,7,7.5
B1,2026-W19,B,7,7.9
B1,2026-W20,B,7,7.5
B1,2026-W21,B,7,7.5
B1,2026-W22,B,7,7.7
B1,2026-W23,B,7,9
B1,2026-W24,B,6,9
B1,2026-W25,B,6,9.4
B1,2026-W26,B,7,9.5
B1,2026-W27,B,6,7.7
B1,2026-W28,B,7,7.9
B1,2026-W29,B,7,7.8
B1,2026-W30,B,7,7.7
B1,2026-W31,B,7,7.7
B1,2026-W32,B,7,7.5
B1,2026-W33,B,7,7.6
B1,2026-W34,B,7,7.8
B1,2026-W35,B,7,8
B1,2026-W36,B,7,7.9
B1,2026-W37,B,7,7.6
B1,2026-W38,B,4,7.5
B36,2026-W12,B,1,
B36,2026-W17,B,5,4.8
B36,2026-W18,B,7,7.9
B36,2026-W19,B,7,8.1
B36,2026-W20,B,7,7.6
B36,2026-W21,B,7,7.9
B36,2026-W22,B,7,8.1
B36,2026-W23,B,7,9.3
B36,2026-W24,B,6,9.5
B36,2026-W25,B,6,9.5
B36,2026-W26,B,7,10
B36,2026-W27,B,6,7.9
B36,2026-W28,B,7,8
B36,2026-W29,B,7,8.1
B36,2026-W30,B,7,7.9
B36,2026-W31,B,7,8
B36,2026-W32,B,7,8
B36,2026-W33,B,7,7.8
B36,2026-W34,B,7,8.1
B36,2026-W35,B,7,8.2
B36,2026-W36,B,7,8.1
B36,2026-W37,B,7,8.1
B36,2026-W38,B,4,7.6
BX39,2026-W12,Bx,1,
BX39,2026-W17,Bx,5,5.3
BX39,2026-W18,Bx,7,7.6
BX39,2026-W19,Bx,7,8.1
BX39,2026-W20,Bx,7,7.5
BX39,2026-W21,Bx,7,7.6
BX39,2026-W22,Bx,7,7.8
BX39,2026-W23,Bx,7,8.8
BX39,2026-W24,Bx,6,9.1
BX39,2026-W25,Bx,6,8.9
BX39,2026-W26,Bx,7,9.3
BX39,2026-W27,Bx,6,7.6
BX39,2026-W28,Bx,7,7.7
BX39,2026-W29,Bx,7,7.7
BX39,2026-W30,Bx,7,7.5
BX39,2026-W31,Bx,7,7.7
BX39,2026-W32,Bx,7,7.6
BX39,2026-W33,Bx,7,7.6
BX39,2026-W34,Bx,7,7.7
BX39,2026-W35,Bx,7,7.9
BX39,2026-W36,Bx,7,7.7
BX39,2026-W37,Bx,7,7.8
BX39,2026-W38,Bx,4,7.4
BX22,2026-W12,Bx,1,
BX22,2026-W17,Bx,5,4.8
BX22,2026-W18,Bx,7,7.3
BX22,2026-W19,Bx,7,7.5
BX22,2026-W20,Bx,7,7.1
BX22,2026-W21,Bx,7,7.1
BX22,2026-W22,Bx,7,7.4
BX22,2026-W23,Bx,7,8.3
BX22,2026-W24,Bx,6,8.7
BX22,2026-W25,Bx,6,8.5
BX22,2026-W26,Bx,7,8.4
BX22,2026-W27,Bx,6,7.5
BX22,2026-W28,Bx,7,7.6
BX22,2026-W29,Bx,7,7.3
BX22,2026-W30,Bx,7,7.3
BX22,2026-W31,Bx,7,7.3
BX22,2026-W32,Bx,7,7.2
BX22,2026-W33,Bx,7,7.3
BX22,2026-W34,Bx,7,7.4
BX22,2026-W35,Bx,7,7.4
BX22,2026-W36,Bx,7,7.3
BX22,2026-W37,Bx,7,7.3
BX22,2026-W38,Bx,4,6.9
BX36,2026-W12,Bx,1,
BX36,2026-W17,Bx,5,4.5
BX36,2026-W18,Bx,7,7
BX36,2026-W19,Bx,7,7.2
BX36,2026-W20,Bx,7,6.8
BX36,2026-W21,Bx,7,6.8
BX36,2026-W22,Bx,7,7
BX36,2026-W23,Bx,7,7.8
BX36,2026-W24,Bx,6,8.4
BX36,2026-W25,Bx,6,7.9
BX36,2026-W26,Bx,7,8
BX36,2026-W27,Bx,6,7.2
BX36,2026-W28,Bx,7,7.2
BX36,2026-W29,Bx,7,7
BX36,2026-W30,Bx,7,6.9
BX36,2026-W31,Bx,7,7
BX36,2026-W32,Bx,7,6.9
BX36,2026-W33,Bx,7,7.1
BX36,2026-W34,Bx,7,7.1
BX36,2026-W35,Bx,7,7.3
BX36,2026-W36,Bx,7,7.2
BX36,2026-W37,Bx,7,7
BX36,2026-W38,Bx,4,6.7
BX6,2026-W12,Bx,1,
BX6,2026-W17,Bx,5,4.6
BX6,2026-W18,Bx,7,7.4
BX6,2026-W19,Bx,7,8
BX6,2026-W20,Bx,7,7.2
BX6,2026-W21,Bx,7,7.2
BX6,2026-W22,Bx,7,7.5
BX6,2026-W23,Bx,7,8.1
BX6,2026-W24,Bx,6,8.8
BX6,2026-W25,Bx,6,8.5
BX6,2026-W26,Bx,7,8.5
BX6,2026-W27,Bx,6,7.5
BX6,2026-W28,Bx,7,7.2
BX6,2026-W29,Bx,7,7.4
BX6,2026-W30,Bx,7,7.2
BX6,2026-W31,Bx,7,7.2
BX6,2026-W32,Bx,7,7.4
BX6,2026-W33,Bx,7,7.4
BX6,2026-W34,Bx,7,7.5
BX6,2026-W35,Bx,7,7.4
BX6,2026-W36,Bx,7,7.4
BX6,2026-W37,Bx,7,7.4
BX6,2026-W38,Bx,4,7
M55,2026-W12,M,1,
M55,2026-W17,M,5,4.1
M55,2026-W18,M,7,6.3
M55,2026-W19,M,7,7.2
M55,2026-W20,M,7,6.3
M55,2026-W21,M,7,6.5
M55,2026-W22,M,7,6.9
M55,2026-W23,M,7,8.6
M55,2026-W24,M,6,8.9
M55,2026-W25,M,6,9.1
M55,2026-W26,M,7,10.7
M55,2026-W27,M,6,7.2
M55,2026-W28,M,7,7
M55,2026-W29,M,7,6.9
M55,2026-W30,M,7,6.8
M55,2026-W31,M,7,6.4
M55,2026-W32,M,7,6.8
M55,2026-W33,M,7,6.8
M55,2026-W34,M,7,7.1
M55,2026-W35,M,7,7
M55,2026-W36,M,7,7
M55,2026-W37,M,7,6.5
M55,2026-W38,M,4,6.2
M101,2026-W12,M,1,
M101,2026-W17,M,5,5.1
M101,2026-W18,M,7,7.1
M101,2026-W19,M,7,7.4
M101,2026-W20,M,7,7
M101,2026-W21,M,7,7
M101,2026-W22,M,7,7.3
M101,2026-W23,M,7,8.2
M101,2026-W24,M,6,8.1
M101,2026-W25,M,6,8.4
M101,2026-W26,M,7,8.6
M101,2026-W27,M,6,7.3
M101,2026-W28,M,7,7.3
M101,2026-W29,M,7,7.2
M101,2026-W30,M,7,7.2
M101,2026-W31,M,7,7
M101,2026-W32,M,7,6.9
M101,2026-W33,M,7,7.1
M101,2026-W34,M,7,7.3
M101,2026-W35,M,7,7.4
M101,2026-W36,M,7,7.3
M101,2026-W37,M,7,7.3
M101,2026-W38,M,4,6.8
BX9,2026-W12,Bx,1,
BX9,2026-W17,Bx,5,4.4
BX9,2026-W18,Bx,7,7.1
BX9,2026-W19,Bx,7,7.6
BX9,2026-W20,Bx,7,6.9
BX9,2026-W21,Bx,7,7.1
BX9,2026-W22,Bx,7,7.1
BX9,2026-W23,Bx,7,8.2
BX9,2026-W24,Bx,6,8.3
BX9,2026-W25,Bx,6,8.3
BX9,2026-W26,Bx,7,8.2
BX9,2026-W27,Bx,6,7.2
BX9,2026-W28,Bx,7,7.2
BX9,2026-W29,Bx,7,7.2
BX9,2026-W30,Bx,7,7.1
BX9,2026-W31,Bx,7,7.1
BX9,2026-W32,Bx,7,7.1
BX9,2026-W33,Bx,7,7.1
BX9,2026-W34,Bx,7,7.2
BX9,2026-W35,Bx,7,7.2
BX9,2026-W36,Bx,7,7.2
BX9,2026-W37,Bx,7,7.3
BX9,2026-W38,Bx,4,6.8
M5,2026-W12,M,1,
M5,2026-W17,M,5,5.5
M5,2026-W18,M,7,7.5
M5,2026-W19,M,7,8.1
M5,2026-W20,M,7,7.2
M5,2026-W21,M,7,7.4
M5,2026-W22,M,7,7.9
M5,2026-W23,M,7,8.7
M5,2026-W24,M,6,8.9
M5,2026-W25,M,6,9.2
M5,2026-W26,M,7,9
M5,2026-W27,M,6,7.7
M5,2026-W28,M,7,7.7
M5,2026-W29,M,7,7.6
M5,2026-W30,M,7,7.4
M5,2026-W31,M,7,7.5
M5,2026-W32,M,7,7.6
M5,2026-W33,M,7,7.8
M5,2026-W34,M,7,7.8
M5,2026-W35,M,7,7.8
M5,2026-W36,M,7,7.7
M5,2026-W37,M,7,7.6
M5,2026-W38,M,4,7.2
M20,2026-W12,M,1,
M20,2026-W17,M,5,4.2
M20,2026-W18,M,7,6.5
M20,2026-W19,M,7,6.7
M20,2026-W20,M,7,6.2
M20,2026-W21,M,7,6.4
M20,2026-W22,M,7,6.9
M20,2026-W23,M,7,7.9
M20,2026-W24,M,6,7
M20,2026-W25,M,6,8.3
M20,2026-W26,M,7,8.2
M20,2026-W27,M,6,6.6
M20,2026-W28,M,7,6.6
M20,2026-W29,M,7,6.7
M20,2026-W30,M,7,6.6
M20,2026-W31,M,7,6.5
M20,2026-W32,M,7,6.6
M20,2026-W33,M,7,6.7
M20,2026-W34,M,7,6.7
M20,2026-W35,M,7,6.8
M20,2026-W36,M,7,6.9
M20,2026-W37,M,7,6.5
M20,2026-W38,M,4,6.1
M15,2026-W12,M,1,
M15,2026-W17,M,5,4.9
M15,2026-W18,M,7,6.7
M15,2026-W19,M,7,7.2
M15,2026-W20,M,7,6.6
M15,2026-W21,M,7,6.6
M15,2026-W22,M,7,7
M15,2026-W23,M,7,8.1
M15,2026-W24,M,6,8.8
M15,2026-W25,M,6,8.6
M15,2026-W26,M,7,8.8
M15,2026-W27,M,6,6.9
M15,2026-W28,M,7,7
M15,2026-W29,M,7,6.8
M15,2026-W30,M,7,6.7
M15,2026-W31,M,7,6.7
M15,2026-W32,M,7,6.9
M15,2026-W33,M,7,6.8
M15,2026-W34,M,7,7
M15,2026-W35,M,7,7.1
M15,2026-W36,M,7,7
M15,2026-W37,M,7,6.9
M15,2026-W38,M,4,6.4
Q45,2026-W12,Q,1,
Q45,2026-W17,Q,5,5.6
Q45,2026-W18,Q,7,11
Q45,2026-W19,Q,7,11.6
Q45,2026-W20,Q,7,10.6
Q45,2026-W21,Q,7,10.6
Q45,2026-W22,Q,7,11.3
Q45,2026-W23,Q,7,12.1
Q45,2026-W24,Q,6,12.6
Q45,2026-W25,Q,6,12.7
Q45,2026-W26,Q,7,12.4
Q45,2026-W27,Q,6,11.6
Q45,2026-W28,Q,7,11.6
Q45,2026-W29,Q,7,11.1
Q45,2026-W30,Q,7,11.2
Q45,2026-W31,Q,7,11.4
Q45,2026-W32,Q,7,11.4
Q45,2026-W33,Q,7,11.1
Q45,2026-W34,Q,7,11.5
Q45,2026-W35,Q,7,11.7
Q45,2026-W36,Q,7,11.2
Q45,2026-W37,Q,7,11
Q45,2026-W38,Q,4,10
BX19,2026-W12,Bx,1,
BX19,2026-W17,Bx,5,4.6
BX19,2026-W18,Bx,7,6.8
BX19,2026-W19,Bx,7,7.1
BX19,2026-W20,Bx,7,6.7
BX19,2026-W21,Bx,7,6.7
BX19,2026-W22,Bx,7,7
BX19,2026-W23,Bx,7,7.7
BX19,2026-W24,Bx,6,7.9
BX19,2026-W25,Bx,6,8.3
BX19,2026-W26,Bx,7,8.3
BX19,2026-W27,Bx,6,6.9
BX19,2026-W28,Bx,7,6.9
BX19,2026-W29,Bx,7,6.9
BX19,2026-W30,Bx,7,6.8
BX19,2026-W31,Bx,7,6.9
BX19,2026-W32,Bx,7,6.8
BX19,2026-W33,Bx,7,6.8
BX19,2026-W34,Bx,7,6.9
BX19,2026-W35,Bx,7,7
BX19,2026-W36,Bx,7,7
BX19,2026-W37,Bx,7,6.9
BX19,2026-W38,Bx,4,6.5
BX28,2026-W12,Bx,1,
BX28,2026-W17,Bx,5,4.7
BX28,2026-W18,Bx,7,7.5
BX28,2026-W19,Bx,7,8
BX28,2026-W20,Bx,7,7.3
BX28,2026-W21,Bx,7,7.4
BX28,2026-W22,Bx,7,7.6
BX28,2026-W23,Bx,7,9
BX28,2026-W24,Bx,6,9.1
BX28,2026-W25,Bx,6,9.8
BX28,2026-W26,Bx,7,9.2
BX28,2026-W27,Bx,6,7.6
BX28,2026-W28,Bx,7,7.6
BX28,2026-W29,Bx,7,7.6
BX28,2026-W30,Bx,7,7.4
BX28,2026-W31,Bx,7,7.5
BX28,2026-W32,Bx,7,7.4
BX28,2026-W33,Bx,7,7.4
BX28,2026-W34,Bx,7,7.7
BX28,2026-W35,Bx,7,7.7
BX28,2026-W36,Bx,7,7.5
BX28,2026-W37,Bx,7,7.6
BX28,2026-W38,Bx,4,7.1
S84,2026-W12,S,1,
S84,2026-W17,S,3,7.9
S84,2026-W18,S,3,12.6
S84,2026-W19,S,3,12.4
S84,2026-W20,S,5,11.7
S84,2026-W21,S,5,11.6
S84,2026-W22,S,4,13.4
S84,2026-W23,S,4,15.6
S84,2026-W24,S,3,15.4
S84,2026-W25,S,2,16.5
S84,2026-W26,S,1,19.1
S84,2026-W27,S,3,13.3
S84,2026-W28,S,5,13.7
S84,2026-W29,S,5,14
S84,2026-W30,S,5,14.6
S84,2026-W31,S,5,13.7
S84,2026-W32,S,5,14.7
S84,2026-W33,S,5,13.4
S84,2026-W34,S,5,14.6
S84,2026-W35,S,5,14.5
S84,2026-W36,S,5,13.3
S84,2026-W37,S,4,13.3
S84,2026-W38,S,4,12.7
B41,2026-W12,B,1,
B41,2026-W17,B,5,5.6
B41,2026-W18,B,7,7.9
B41,2026-W19,B,7,8
B41,2026-W20,B,7,7.4
B41,2026-W21,B,7,7.3
B41,2026-W22,B,7,7.7
B41,2026-W23,B,7,8.6
B41,2026-W24,B,6,8.9
B41,2026-W25,B,6,8.8
B41,2026-W26,B,7,8.9
B41,2026-W27,B,6,8
B41,2026-W28,B,7,8
B41,2026-W29,B,7,7.8
B41,2026-W30,B,7,7.7
B41,2026-W31,B,7,7.8
B41,2026-W32,B,7,7.6
B41,2026-W33,B,7,7.8
B41,2026-W34,B,7,7.9
B41,2026-W35,B,7,8
B41,2026-W36,B,7,7.8
B41,2026-W37,B,7,7.8
B41,2026-W38,B,4,7.5
B25,2026-W12,B,1,
B25,2026-W17,B,5,4.5
B25,2026-W18,B,7,6.9
B25,2026-W19,B,7,7.1
B25,2026-W20,B,7,6.6
B25,2026-W21,B,7,6.7
B25,2026-W22,B,7,6.8
B25,2026-W23,B,7,7.8
B25,2026-W24,B,6,8.2
B25,2026-W25,B,6,8
B25,2026-W26,B,7,8.6
B25,2026-W27,B,6,7.1
B25,2026-W28,B,7,6.9
B25,2026-W29,B,7,6.9
B25,2026-W30,B,7,6.8
B25,2026-W31,B,7,6.9
B25,2026-W32,B,7,6.8
B25,2026-W33,B,7,6.9
B25,2026-W34,B,7,7
B25,2026-W35,B,7,7
B25,2026-W36,B,7,6.9
B25,2026-W37,B,7,6.8
B25,2026-W38,B,4,6.4
B49,2026-W12,B,1,
B49,2026-W17,B,5,5.8
B49,2026-W18,B,7,8.1
B49,2026-W19,B,7,8.5
B49,2026-W20,B,7,7.7
B49,2026-W21,B,7,7.8
B49,2026-W22,B,7,8.2
B49,2026-W23,B,7,9.6
B49,2026-W24,B,6,9.8
B49,2026-W25,B,6,9.8
B49,2026-W26,B,7,10.2
B49,2026-W27,B,6,8.3
B49,2026-W28,B,7,8.2
B49,2026-W29,B,7,8.2
B49,2026-W30,B,7,8
B49,2026-W31,B,7,7.9
B49,2026-W32,B,7,7.8
B49,2026-W33,B,7,8.1
B49,2026-W34,B,7,8.1
B49,2026-W35,B,7,8.2
B49,2026-W36,B,7,8.1
B49,2026-W37,B,7,8.1
B49,2026-W38,B,4,7.5
B46,2026-W12,B,1,
B46,2026-W17,B,5,5.4
B46,2026-W18,B,7,7.5
B46,2026-W19,B,7,8.1
B46,2026-W20,B,7,7.5
B46,2026-W21,B,7,7.4
B46,2026-W22,B,7,7.7
B46,2026-W23,B,7,8.3
B46,2026-W24,B,6,8.6
B46,2026-W25,B,6,8.7
B46,2026-W26,B,7,8.7
B46,2026-W27,B,6,7.6
B46,2026-W28,B,7,7.7
B46,2026-W29,B,7,7.6
B46,2026-W30,B,7,7.5
B46,2026-W31,B,7,7.5
B46,2026-W32,B,7,7.6
B46,2026-W33,B,7,7.5
B46,2026-W34,B,7,7.7
B46,2026-W35,B,7,7.8
B46,2026-W36,B,7,7.5
B46,2026-W37,B,7,7.8
B46,2026-W38,B,4,7.4
B44,2026-W12,B,1,
B44,2026-W17,B,5,5.5
B44,2026-W18,B,7,8
B44,2026-W19,B,7,8.3
B44,2026-W20,B,7,7.8
B44,2026-W21,B,7,7.7
B44,2026-W22,B,7,8
B44,2026-W23,B,7,9.4
B44,2026-W24,B,6,9.7
B44,2026-W25,B,6,9.6
B44,2026-W26,B,7,10.6
B44,2026-W27,B,6,8.1
B44,2026-W28,B,7,8.2
B44,2026-W29,B,7,8.2
B44,2026-W30,B,7,8
B44,2026-W31,B,7,7.9
B44,2026-W32,B,7,7.8
B44,2026-W33,B,7,7.9
B44,2026-W34,B,7,8.1
B44,2026-W35,B,7,8.2
B44,2026-W36,B,7,7.8
B44,2026-W37,B,7,8.1
B44,2026-W38,B,4,7.5
M102,2026-W12,M,1,
M102,2026-W17,M,5,4.4
M102,2026-W18,M,7,6.4
M102,2026-W19,M,7,6.7
M102,2026-W20,M,7,6.2
M102,2026-W21,M,7,6.2
M102,2026-W22,M,7,6.6
M102,2026-W23,M,7,7.7
M102,2026-W24,M,6,8.2
M102,2026-W25,M,6,8.4
M102,2026-W26,M,7,9
M102,2026-W27,M,6,6.7
M102,2026-W28,M,7,6.6
M102,2026-W29,M,7,6.5
M102,2026-W30,M,7,6.4
M102,2026-W31,M,7,6.2
M102,2026-W32,M,7,6.3
M102,2026-W33,M,7,6.3
M102,2026-W34,M,7,6.6
M102,2026-W35,M,7,6.7
M102,2026-W36,M,7,6.6
M102,2026-W37,M,7,6.6
M102,2026-W38,M,4,6
M103,2026-W12,M,1,
M103,2026-W17,M,5,4.7
M103,2026-W18,M,7,6.3
M103,2026-W19,M,7,6.8
M103,2026-W20,M,7,6.1
M103,2026-W21,M,7,6.3
M103,2026-W22,M,7,6.5
M103,2026-W23,M,7,8.3
M103,2026-W24,M,6,8.7
M103,2026-W25,M,6,8.8
M103,2026-W26,M,7,8.7
M103,2026-W27,M,6,6.7
M103,2026-W28,M,7,6.6
M103,2026-W29,M,7,6.4
M103,2026-W30,M,7,6.5
M103,2026-W31,M,7,6.3
M103,2026-W32,M,7,6.2
M103,2026-W33,M,7,6.4
M103,2026-W34,M,7,6.6
M103,2026-W35,M,7,6.6
M103,2026-W36,M,7,6.7
M103,2026-W37,M,7,6.5
M103,2026-W38,M,4,6
S96,2026-W12,S,1,
S96,2026-W17,S,3,5.9
S96,2026-W18,S,5,12.8
S96,2026-W19,S,5,12.5
S96,2026-W20,S,5,10.6
S96,2026-W21,S,5,11.1
S96,2026-W22,S,4,11.6
S96,2026-W23,S,5,13.9
S96,2026-W24,S,4,14.6
S96,2026-W25,S,4,14.8
S96,2026-W26,S,2,17.6
S96,2026-W27,S,3,11.4
S96,2026-W28,S,5,12.4
S96,2026-W29,S,5,11.2
S96,2026-W30,S,5,11.6
S96,2026-W31,S,5,12.3
S96,2026-W32,S,5,11.7
S96,2026-W33,S,5,11.4
S96,2026-W34,S,5,11.9
S96,2026-W35,S,5,12.3
S96,2026-W36,S,5,11.8
S96,2026-W37,S,4,11.8
S96,2026-W38,S,4,11.1
M100,2026-W12,M,1,
M100,2026-W17,M,5,4.5
M100,2026-W18,M,7,6.7
M100,2026-W19,M,7,7
M100,2026-W20,M,7,6.6
M100,2026-W21,M,7,6.8
M100,2026-W22,M,7,6.8
M100,2026-W23,M,7,7.8
M100,2026-W24,M,6,7.4
M100,2026-W25,M,6,7.7
M100,2026-W26,M,7,7.9
M100,2026-W27,M,6,6.8
M100,2026-W28,M,7,6.9
M100,2026-W29,M,7,6.8
M100,2026-W30,M,7,6.8
M100,2026-W31,M,7,6.7
M100,2026-W32,M,7,6.5
M100,2026-W33,M,7,6.7
M100,2026-W34,M,7,6.9
M100,2026-W35,M,7,6.8
M100,2026-W36,M,7,6.8
M100,2026-W37,M,7,6.9
M100,2026-W38,M,4,6.5
BX13,2026-W12,Bx,1,
